QUAD_NR,D_xupp_SUM_LCs,D_xlow_SUM_LCs,D_yupp_SUM_LCs,D_ylow_SUM_LCs
420059.0,0.06380845139106285,0.00017471982714994112,0.0007372390182369182,0.011816922153513045
420060.0,4.2482733439048207e-07,3.927297104177789e-15,1.1092327854649667e-09,4.41783147056334e-08
420061.0,0.012138781115389838,3.4011392224387505e-06,1.3383513972485503e-05,0.00067724681454414
420062.0,2.840704173101665e-12,1.7302419973725942e-14,3.206160844710887e-11,1.8191263175927e-12
420063.0,2.805747106275087e-12,1.0815473942138133e-16,8.569375302489103e-11,1.1927335243250766e-10
420064.0,1.1913686943873068e-05,0.00020212023334699163,3.147825776370185e-06,0.000264919563672845
420065.0,2.093357257683875e-09,1.0525810849965933e-13,1.5600444015080187e-21,9.8545289385878e-14
420066.0,5.68271491052183e-12,3.983654360766228e-13,7.83274969293291e-21,6.540127811854318e-14
420067.0,3.5773719912447694e-20,1.625069025188192e-11,6.372757860254115e-16,2.088178887427954e-13
420068.0,5.031019904251016e-11,2.3352793583485316e-11,2.249689006402066e-06,2.4088006840234113e-10
420069.0,4.1488329845390523e-07,1.0489628871796829e-15,1.941118074406075e-11,3.157660804073175e-08
420070.0,2.3536906321425466e-08,1.6075532579315337e-16,5.739229417875131e-08,5.731154411513768e-07
420071.0,1.4287183716283186e-08,2.558384457274648e-16,3.38629604753381e-07,4.658126822402194e-06
420072.0,1.8046853446548746e-07,1.2355407858138552e-14,1.0550942123177097e-10,4.720480913352029e-08
420073.0,3.4103373362156567e-09,3.601912313243123e-15,5.6323869636517e-12,6.559664716948739e-11
420074.0,2.318886335161012e-10,2.777278399546118e-15,2.341011245873736e-12,3.238042012393459e-11
420075.0,2.014101490978482e-07,1.641394825846402e-09,3.292846466647622e-07,6.81747272625461e-08
420076.0,5.458248853529747e-11,2.1882186696313377e-11,4.2341144486935694e-11,1.0476041763003046e-10
420077.0,1.9272035621272957e-11,3.2433428588727113e-15,2.5481452324149753e-15,6.418983105021254e-14
420078.0,1.0457599557679282e-09,5.810492377868487e-13,1.287403763072441e-13,1.7951804661624043e-13
420079.0,1.1147756589053052e-07,1.473855494195839e-13,3.27904788276854e-08,1.0465849889519096e-06
420080.0,1.0136641850687426e-11,5.716387715523724e-13,7.25919053181767e-07,6.617988312379808e-05
420081.0,0.0014624020042594925,0.0003378016957994713,0.0033655767868232605,0.006064846459624842
