QUAD_NR,D_x_SUM_LCs,D_y_SUM_LCs
420140.0,5.65975899637901e-05,5.4774958903890185e-05
420141.0,1.3070007687692037e-06,4.6894320512519285e-05
420142.0,1.5865063330445646e-07,2.528949108224433e-05
420143.0,6.338882277429276e-06,5.176017470939241e-05
420144.0,7.511625878089141e-07,2.8342173115295677e-06
420145.0,1.8744738678592608e-12,2.7319753387152016e-14
420146.0,3.510791037220597e-08,4.920828717482791e-06
420147.0,3.283059293117228e-06,7.39475167167047e-06
420148.0,2.558256502012434e-06,5.957821843295074e-16
420149.0,4.520045050236882e-09,2.140238705899306e-05
420150.0,6.286821782452006e-09,1.3049459173637928e-05
420151.0,1.0274049087477994e-07,2.2460328814519895e-05
420152.0,2.3482368081862915e-08,5.194510703293655e-05
420153.0,0.0006459210218146844,1.8469380463941445e-10
420154.0,0.00018852697739413007,2.337321209820253e-05
420155.0,2.939116087854541e-09,5.877766702507697e-06
420156.0,3.870574101796305e-11,7.759115717803502e-06
420157.0,0.000707451847488506,5.31155866467944e-05
420158.0,1.7368685511348126e-05,0.00010378165457074825
420159.0,3.8081251158177043e-05,5.820201415467204e-05
420160.0,0.000250025629212007,3.095350272262127e-05
420161.0,6.43752586859906e-07,2.5217372247910626e-05
420162.0,3.717845159354619e-07,3.2080794954415315e-05
420163.0,4.2348831939901645e-07,3.7123232451577284e-05
420164.0,9.62088825677766e-07,6.0014617273102104e-05
420165.0,2.3862552007409044e-06,2.282360723107194e-05
420166.0,2.8779353958935118e-11,1.3392371394170451e-05
420167.0,7.419882104824049e-06,7.420743028332018e-06
420168.0,2.676942918970017e-05,1.0405076153665538e-05
420169.0,0.000622390000173038,3.2831118827144235e-05
420170.0,0.00015457500028090768,7.353598380617102e-05
420171.0,0.0001363093649616193,2.8610626452306335e-05
420172.0,3.448292128144027e-05,2.6106553831664307e-05
420173.0,3.84777179673471e-08,1.7212331124028639e-06
420174.0,2.313072575272667e-07,2.1893391307122046e-05
420175.0,1.2187535931156657e-07,8.973157679176323e-06
420176.0,1.7555885590439823e-11,1.842894351593648e-05
420177.0,9.85653911846139e-07,1.3669077941773762e-05
420178.0,1.3654339692092611e-06,2.5701781330630227e-07
420179.0,3.291725929974503e-05,1.797225070662664e-05
420180.0,5.277857261554548e-07,9.395610754477307e-06
420181.0,3.185977082835974e-13,6.766464976462491e-11
420182.0,1.1059830206364844e-09,2.4204890389365608e-05
420183.0,3.9781836232172766e-07,1.4100815168966995e-05
420184.0,1.6032113737782697e-13,2.200227638268245e-13
420185.0,6.516020059065885e-09,7.255395411405765e-07
420186.0,6.247372030076697e-07,1.7795595464618252e-14
420187.0,3.402440139078027e-16,1.5091860975203558e-05
420188.0,7.576353841968106e-16,2.8969472223107807e-16
420189.0,1.958133761056534e-07,5.168334050473775e-05
420190.0,2.8236521526506028e-08,3.350432830849917e-05
420191.0,1.8184511095669725e-06,3.692242134920457e-05
420192.0,7.905193499266277e-05,5.826548073175996e-05
420193.0,1.6167652309944964e-08,2.2294402448268004e-06
420194.0,1.8208794978714475e-11,3.138006951954384e-24
420195.0,1.3515401474900203e-11,1.8833632640217297e-29
420196.0,4.1190398204726905e-08,2.9073251699520166e-06
420197.0,1.2671160479471633e-05,9.22426632210747e-06
420198.0,1.955514879342475e-11,2.0094874195116945e-05
420199.0,4.802572720985589e-07,1.087908411126496e-11
420200.0,3.053781679044078e-05,3.3020634129082156e-05
420201.0,1.5361545503038718e-10,1.53858284207304e-05
420202.0,5.1348217378928686e-11,8.53900121469065e-06
420203.0,2.4807486099380286e-08,1.5127521461798286e-05
420204.0,1.0272257285939905e-07,2.4264110365190884e-05
420205.0,1.2258536106522685e-07,6.233158319609918e-05
420206.0,3.346569755889109e-15,5.7347798384354455e-05
420207.0,1.8338057133136773e-16,6.86714195120967e-20
420208.0,5.988095607994215e-07,1.5635083176189486e-05
420209.0,1.491539290271839e-16,4.6149839388496913e-08
420210.0,5.911350940223934e-19,1.77818857301151e-05
420211.0,4.912953022871175e-06,2.8753532369196196e-05
420212.0,7.565482227775045e-06,1.1905034622917352e-05
420213.0,3.5875181102070346e-07,1.929039662870153e-05
420214.0,1.782176301988479e-06,6.979162188190178e-05
420215.0,2.1774157855898065e-06,0.00012885437825648453
420216.0,9.23139631326819e-07,8.238671465288687e-05
420217.0,2.011446656779508e-05,3.4798676090365004e-06
420218.0,9.980760670300929e-07,2.4346394048944198e-05
420219.0,5.646694177099437e-05,5.097851030695425e-15
420220.0,0.00027549655483030195,9.088165470753159e-07
420221.0,5.3324063329861733e-05,1.624175991802502e-05
420222.0,7.133329457430309e-05,3.614010569905329e-05
420223.0,0.00017128948992146113,5.799027284316064e-06
420224.0,0.00018559065470595115,4.033997312329342e-05
420225.0,1.3825819229886757e-16,4.573095627302164e-05
420226.0,3.6463729561532605e-06,2.4493802949621476e-05
420227.0,3.547246243171801e-20,6.997886724823385e-05
420228.0,1.2451705056619513e-19,4.745287282894071e-05
420229.0,3.6444855094668154e-05,0.00016091638773461155
420230.0,8.638341481897043e-12,9.261366684601125e-05
420231.0,1.6736576820509107e-16,6.877448626991785e-05
420232.0,2.2452707088846294e-09,9.029431677085533e-05
420233.0,8.626776289896423e-07,6.141533310673388e-05
420234.0,2.1064044146749963e-06,6.983531714470476e-05
420235.0,1.0279802696306953e-07,3.953412506246064e-05
420236.0,1.7641111875865326e-12,4.135628361497085e-05
420237.0,2.429424115627545e-05,2.0535396999553812e-05
420238.0,5.944019694309444e-09,2.7823359740764577e-06
420239.0,1.3441648207188596e-05,6.799535889884168e-06
420240.0,1.962078626750001e-06,1.6702615126478722e-05
420241.0,1.4384709379561775e-07,7.27307218187646e-06
420242.0,2.1747526149506908e-07,8.787684742953622e-06
420243.0,1.9944163955871374e-07,3.4747365036494256e-06
420244.0,1.6036364243244533e-07,2.9575687041383373e-06
420245.0,6.614613728942276e-10,3.415857604363985e-05
420246.0,7.137385908058207e-14,2.194747326666019e-09
420247.0,2.408382761735035e-05,2.0692373045370012e-17
420248.0,1.4800810094494889e-05,5.118832156131163e-06
420249.0,1.6186995514280358e-06,6.601063788983411e-05
420250.0,5.563864245317515e-07,3.5801354501865835e-05
420251.0,3.62847790054749e-06,3.3364263872222176e-05
420252.0,4.625275573722213e-06,4.397468123249228e-05
420253.0,1.726614370879251e-08,5.516551520001552e-06
420254.0,3.089493657657281e-08,2.253652820738012e-06
420255.0,9.952459997674695e-05,3.608714157727892e-05
420256.0,5.6872118660114924e-05,4.870051085327104e-05
420257.0,5.1027910066515404e-05,0.0001083312472309118
420258.0,0.0005431135325039223,0.0001288361979915375
420259.0,0.001076584747116902,0.00018620678584622518
420260.0,4.851264183401805e-05,9.425712453752702e-05
420261.0,1.4712819533979186e-07,2.4154030029252196e-05
420262.0,2.784269633992087e-07,1.2247811803189582e-05
420263.0,5.387229430645696e-07,1.0103887243801911e-05
420264.0,3.31312304886936e-07,2.8581670938339236e-05
420265.0,7.949951885943711e-05,8.93205105391923e-05
420266.0,0.0001751658641942913,5.692149156911175e-05
420267.0,0.00027786552120939153,3.0311863527048754e-05
420268.0,0.0003188052108493222,9.633631723211609e-05
420269.0,3.997862275666281e-05,7.620613608941756e-06
420270.0,9.828543365576386e-06,4.552863875610172e-06
420271.0,1.8779517903550463e-13,6.8373902201183445e-06
420272.0,6.392814264044043e-12,2.51977929751385e-06
420273.0,2.9133323205099265e-08,2.1057091280445894e-05
420274.0,7.486277504460435e-12,1.593900196823938e-29
420275.0,4.598557350975889e-12,2.1428652205700103e-06
420276.0,1.0953692798239033e-08,2.098496342414944e-05
420277.0,1.7262451694065478e-08,3.143822816676214e-05
420278.0,7.644474943049087e-10,3.911528647157733e-05
420279.0,1.4836436559050043e-07,4.076317188610442e-05
420280.0,5.7659349884588165e-11,2.032882356288423e-05
420281.0,5.323638980502824e-10,4.6983521671243465e-12
420282.0,2.89842390271265e-08,1.2517097424303939e-05
420283.0,6.666272438849491e-10,1.0086675851664455e-05
420284.0,1.6209478157698905e-09,3.260699761636025e-05
420285.0,0.000147221637128452,4.5045048954463747e-05
420286.0,4.285591009014911e-11,4.407197029974024e-25
420287.0,6.837649251763811e-10,5.0966865405486895e-26
420288.0,1.6978176718785928e-10,8.213478969619128e-06
420289.0,8.05246191066438e-06,9.562659673733481e-06
420290.0,1.085924817116814e-05,2.398246807272046e-06
420291.0,4.9820079304200435e-05,1.0265293086032537e-10
420292.0,1.7669816156037355e-05,1.300335743579508e-14
420293.0,0.007544221374661538,5.7455044630581015e-05
420294.0,0.0012326706878189957,6.766151673381148e-05
420295.0,0.0002211186133291066,4.6982939103522436e-05
420296.0,5.875397396968096e-11,1.871877504630121e-05
420297.0,5.451514427874947e-07,3.600021023002804e-05
420298.0,2.394197943583271e-07,3.720599393857245e-05
420299.0,4.6508435434404636e-07,5.47080786951786e-05
420300.0,6.609599806228672e-05,2.4950105989886613e-05
420301.0,1.0167041021520099e-17,3.312287437709269e-09
420302.0,1.083901100099972e-05,3.51248643517413e-10
420303.0,1.093908905874961e-06,6.275780971948246e-07
420304.0,0.0005159166025009497,1.0922611627467497e-05
420305.0,1.5637326712542118e-05,1.1348433712437213e-10
420306.0,5.030183908028843e-05,6.030541605224538e-06
420307.0,2.7717037070057534e-07,5.9673678996717185e-05
420308.0,5.4348060260404024e-08,7.225063741170814e-05
420309.0,2.586220045496209e-07,5.865784537666458e-05
420310.0,7.846632999715385e-07,3.023468147645559e-05
420311.0,6.379048878922225e-07,0.00013855466997962952
420312.0,4.215532864400519e-05,8.96543022012705e-06
420313.0,3.180037063653528e-05,5.144574255697305e-05
420314.0,1.2773172598349221e-06,3.317266658132673e-05
420315.0,1.8301095853769004e-06,1.6715057823625328e-05
420316.0,1.6109333928652604e-05,1.1833560999438168e-05
420317.0,1.4792508604321062e-18,1.3836000815584687e-05
420318.0,7.426010802717954e-06,2.013427949309487e-06
420319.0,1.4041893715690808e-07,3.662972653332632e-06
420320.0,3.0594749596013985e-08,6.094146752954939e-05
420321.0,1.4493758081615985e-07,3.640342361935455e-05
420322.0,1.4987618942697863e-05,2.236556680653848e-05
420323.0,4.497668996320504e-06,1.2623486737357327e-08
420324.0,4.469210334939385e-17,2.63637718263145e-05
420325.0,0.0008711984956879423,4.632861606477735e-07
420326.0,2.0190049605920047e-05,3.5114239726905746e-06
420327.0,3.587030856392903e-05,3.5862719098880956e-05
420328.0,7.253038054029536e-05,1.933281575025851e-05
420329.0,6.755778386292477e-05,4.87844185474964e-09
420330.0,3.5023715817900127e-06,4.881617903608878e-08
420331.0,8.585752463577039e-05,5.225477698216669e-05
420332.0,7.983900061985368e-06,3.5608198935643825e-05
420333.0,0.0001823885969044408,8.737321744547508e-05
420334.0,0.00024174527058196864,4.906275840812989e-05
420335.0,0.00018354604945718561,4.600544807577347e-05
420336.0,6.646460355402546e-05,1.939207148889045e-05
420337.0,9.205651644495069e-06,1.7859207422564096e-05
420338.0,3.548180271417137e-06,8.196632199263016e-06
420339.0,1.0072900472401923e-05,2.121350822035938e-18
420340.0,1.0405288940671759e-09,3.409576575490892e-06
420341.0,0.0004020755612345114,3.449237622600649e-05
420342.0,9.717121814639417e-05,6.657494947133309e-05
420343.0,5.0460448693720106e-05,7.758710215472848e-05
420344.0,0.0002468053181563147,5.2365611902432835e-05
420345.0,0.0003479516324340069,3.7664371314880174e-05
420346.0,0.0003242976529694095,3.0416412424916828e-05
420347.0,0.00034897788762369844,8.550881488318321e-05
420348.0,0.00018780462240742897,5.2994057298412035e-05
420349.0,0.0003599336032583066,4.554759964488388e-05
420350.0,0.000730253425773544,4.519876252966893e-05
420351.0,0.002129035732535232,2.674369792362695e-05
420352.0,0.000432040206174069,2.0998917015789487e-05
420353.0,0.0002992499817856507,4.309945268020864e-05
420354.0,0.0003936939490867794,1.6899393002805165e-06
420355.0,3.5819777001741434e-07,8.480478887509895e-06
420356.0,3.2353671275473347e-06,7.040012714756921e-05
420357.0,4.639246504297806e-05,1.2663063921339124e-10
420358.0,0.0001050370659650899,1.9099974734346e-05
420359.0,0.00010821197735709713,4.337212084565892e-05
420360.0,5.2592752300395394e-05,1.597671543618243e-05
420361.0,7.585719082083546e-06,1.8054714412981757e-12
420362.0,6.757859565339939e-05,1.0093608926905364e-05
420363.0,2.1374952600078576e-15,1.0097620153877522e-07
420364.0,5.059857274983371e-06,5.214797700710158e-06
420365.0,3.480920287971882e-07,7.116090191448055e-06
420366.0,1.1058940233722067e-07,4.672326381115433e-05
420367.0,0.0038702686770937912,0.00012783631460453284
420368.0,0.0028125917453917454,3.1589000976825654e-05
420369.0,8.247643418532926e-08,5.572563308184765e-06
420370.0,2.9114353642529976e-08,3.265542674176762e-05
420371.0,3.2618880012417885e-10,1.631541806116074e-06
420372.0,2.1309066822955275e-08,2.1090541767959006e-05
420373.0,1.2130860161765106e-10,3.733518008400281e-05
420374.0,4.4152897321682467e-05,8.259271430948156e-07
420375.0,0.00013343983995970995,4.494461912607869e-12
420376.0,2.8202357291987512e-11,1.409368533590349e-05
420377.0,7.189289618544283e-10,7.633522380146428e-10
420378.0,0.0002239351479739867,2.3739645106066015e-11
420379.0,0.00017222411482652457,1.2581395165706125e-06
420380.0,0.000458993453773815,7.928157247245744e-14
420381.0,2.4558425473016603e-06,1.722526679486206e-05
420382.0,4.0464646489929154e-05,2.6336348212718605e-05
420383.0,7.69289746215748e-05,1.98398740826758e-07
420384.0,5.6426745397670676e-05,5.8674512147632855e-06
420385.0,2.807988137615986e-09,2.2596012387537607e-09
420386.0,3.4183332065675235e-07,2.103388484398424e-05
420387.0,4.68432059898598e-05,1.0314581807410942e-05
420388.0,3.124240021559586e-05,7.525880304531367e-12
420389.0,3.0463848325912355e-22,4.450574646409073e-27
420390.0,5.318277803954401e-23,9.915581787965765e-32
420391.0,2.3691441037731568e-06,3.1206235114248974e-19
420392.0,0.00045654175765537,6.950787679645631e-38
420393.0,6.367601985692362e-07,6.911057423036439e-06
420394.0,9.373468161300781e-05,9.107232981035091e-07
420395.0,5.987654178652893e-07,2.0772941513249462e-42
420396.0,1.2042072836991346e-23,5.8410644797271954e-18
420397.0,2.3417118242530892e-05,2.3123087655520205e-06
420398.0,4.241785860027867e-05,3.498656820123019e-18
420399.0,4.982527550508963e-19,6.5764019315108114e-06
420400.0,1.3621330587831832e-17,6.237942439150881e-06
420401.0,3.0711915204805415e-07,6.023233810208239e-21
420402.0,7.362238695751573e-06,6.460018216560266e-21
420403.0,1.5835732282536563e-06,4.1669104761356024e-29
420404.0,2.253332646241977e-06,1.2942174504040874e-35
420405.0,1.2946022307677103e-06,1.2983186056032216e-23
420406.0,2.435875905398123e-09,6.890426655964963e-06
420407.0,5.2147211562752186e-17,6.412809913711931e-11
420408.0,0.0031646523688164604,6.491594707484142e-06
420409.0,1.4913866990681658e-05,4.072474281147267e-30
420410.0,1.123200863889523e-05,3.930246701771258e-07
420411.0,2.0223710881467196e-05,2.8888045606795963e-06
420412.0,1.0494585191709691e-19,1.154980306694354e-28
420413.0,4.960966288136266e-06,7.2296901826561535e-22
420414.0,4.191190274713636e-06,3.09888794558224e-22
420415.0,1.294119931494973e-07,4.235766228621807e-25
420416.0,1.1666831205591328e-06,2.4571674528569523e-27
420417.0,1.5322534786882855e-05,3.1806563708294886e-06
420418.0,1.4477762962476641e-28,6.148935812768133e-07
420419.0,3.604511333775731e-06,3.1182414625597103e-13
420420.0,5.30914451148456e-06,2.248801457605902e-13
420421.0,3.889844528699093e-06,2.1507107734585268e-33
420422.0,5.004024984512566e-07,1.8109163358370085e-35
420423.0,1.2333750119625986e-05,1.702092908842037e-05
420424.0,3.931586662029845e-15,1.4779411782546524e-05
420425.0,3.7471349952444736e-05,4.8624437551407634e-14
420426.0,2.2847935561917592e-05,7.513462632174164e-16
420427.0,4.6040210249386646e-05,6.15524430406354e-06
420428.0,8.3677720711032e-05,1.148810416834664e-05
420429.0,4.921428335766023e-05,1.1311201536293776e-32
420430.0,1.5629037251743866e-17,1.1934298138300433e-30
420431.0,5.4087936356224175e-09,6.311182144199628e-31
420432.0,4.1894963069074456e-05,6.836868051182062e-39
420433.0,5.078711339071213e-11,3.8892067490055964e-18
420434.0,1.0712660493527082e-14,5.455653961349578e-16
420435.0,7.539776286695218e-07,1.753261361786964e-20
420436.0,1.5694849187791061e-12,2.010265041324899e-26
420437.0,1.5048665570545813e-16,1.068086503119755e-27
420438.0,9.720643885209997e-19,5.520747688859979e-38
420439.0,9.420776557443244e-06,6.577841703646965e-07
420440.0,7.098861605548279e-07,5.19976010161527e-07
420441.0,1.8382362990181845e-05,4.527185248107274e-06
420442.0,1.2981512328078971e-05,9.134719188459292e-06
420443.0,1.2273857778726242e-19,1.400149660403775e-14
420444.0,9.614649228258752e-26,2.8632815715529445e-05
420445.0,9.130464496430084e-06,7.969570207956062e-29
420446.0,1.7964758559293642e-10,1.6267614962940466e-11
420447.0,2.1865389344979984e-05,4.465473674139576e-11
420448.0,3.2401554241199365e-10,2.9318667409880973e-07
420449.0,7.638449291077394e-15,2.7594963684715693e-28
420450.0,4.0610708774334025e-12,2.7458109024760357e-21
420451.0,6.954010798628199e-13,1.3162628286806413e-23
420452.0,4.947075783992279e-19,9.369110525876891e-31
420453.0,4.081513209945987e-11,1.0419941201350993e-30
420454.0,9.355099663770139e-17,4.8237957211233e-29
420455.0,1.2873363365574598e-10,7.702541667788334e-24
420456.0,2.9534454710668134e-09,2.082242032776111e-18
420457.0,1.016405340897277e-40,1.2149666175379754e-05
420458.0,2.7894634073434145e-24,2.3004906473684945e-05
420459.0,1.715839006827042e-13,4.136190756884845e-07
420460.0,1.975634380666861e-15,6.5266155146840296e-06
420461.0,1.454770637446593e-06,4.164091448894445e-14
420462.0,1.5645867478594057e-08,4.818104453657002e-10
420463.0,9.674890698240027e-06,5.550253695879872e-05
420464.0,5.5524291051295545e-05,3.179438277919359e-05
420465.0,2.73469953870695e-06,2.0405186486356514e-05
420466.0,1.2597076272816132e-05,3.2945056555948494e-28
420467.0,8.226850203321808e-06,5.374981404204936e-25
420468.0,1.0515261928550836e-05,4.0474810955314375e-05
420469.0,1.3597715974485176e-06,4.058980201829414e-13
420470.0,4.416664065202392e-18,1.1791436122277658e-05
420471.0,6.510960532535653e-07,7.1661987638815664e-31
420472.0,5.864274948657896e-06,5.028865480123389e-07
420473.0,0.0008334805401913874,2.158382357846954e-06
420474.0,0.0023612195950224743,1.186913741915057e-08
420475.0,5.311710701996167e-05,5.0867169497974655e-20
420476.0,0.0007809752283921721,9.331206894430653e-05
420477.0,8.056813679352237e-11,3.7047603980966378e-06
420478.0,1.3802550515432724e-05,6.127665489986699e-07
420479.0,1.0648026933890972e-06,7.436774036780507e-06
420480.0,6.769027764828357e-24,2.1004557362045183e-05
420481.0,0.0002734503884763756,8.570708824901209e-05
420482.0,3.3343670471596864e-05,8.59722490199679e-05
420483.0,7.934477551414656e-06,5.47056133194709e-05
420484.0,0.0002687377585431505,3.573264583446546e-05
420485.0,3.481358077384533e-05,5.6817350490188225e-06
420486.0,9.469928103444451e-06,2.0762807800543867e-12
420487.0,5.253267704634662e-08,3.992376074630337e-06
420488.0,1.7598786325313323e-17,1.8970818070022954e-05
420489.0,1.1693089179008274e-06,6.701122626315292e-05
420490.0,1.0354662343978548e-07,8.226297354940955e-05
420491.0,7.03015383718723e-09,0.00011537662302873994
420492.0,3.746555163792384e-07,3.02061631335932e-05
420493.0,9.262849296703666e-06,1.280310784013824e-13
420494.0,2.1198429137927417e-06,7.305228552277248e-06
420495.0,3.4757846574182873e-19,4.904051029848933e-06
420496.0,1.2168936514262012e-05,2.4983712092679846e-14
420497.0,3.069722330427316e-05,6.722497127608671e-06
420498.0,2.869150762322043e-06,1.7837821730003886e-15
420499.0,4.204129983777336e-06,2.409284400609873e-06
420500.0,1.1803628225685064e-05,8.765406665662923e-06
420501.0,2.1458107881078155e-05,1.611607263250351e-05
420502.0,1.7905853527125936e-05,1.2561383367689323e-05
420503.0,0.00011578975819445785,2.847929117538649e-07
